iter	Passed	Remaining
1677	13519	10651
1678	13526	10642
1679	13533	10633
1680	13540	10624
1681	13548	10616
1682	13555	10607
1683	13563	10599
1684	13572	10592
1685	13580	10584
1686	13587	10575
1687	13596	10567
1688	13604	10559
1689	13611	10551
1690	13618	10542
1691	13627	10534
1692	13633	10525
1693	13641	10517
1694	13648	10508
1695	13656	10500
1696	13664	10491
1697	13672	10483
1698	13679	10475
1699	13688	10467
1700	13696	10459
1701	13704	10451
1702	13711	10442
1703	13720	10435
1704	13727	10426
1705	13735	10418
1706	13742	10409
1707	13749	10400
1708	13756	10392
1709	13764	10383
1710	13771	10375
1711	13781	10368
1712	13789	10360
1713	13796	10351
1714	13804	10343
1715	13811	10334
1716	13820	10326
1717	13827	10318
1718	13836	10310
1719	13843	10302
1720	13853	10295
1721	13857	10284
1722	13865	10276
1723	13872	10267
1724	13881	10260
1725	13889	10251
1726	13897	10243
1727	13905	10235
1728	13914	10228
1729	13921	10219
1730	13931	10213
1731	13939	10205
1732	13947	10197
1733	13955	10189
1734	13963	10180
1735	13972	10173
1736	13979	10164
1737	13987	10156
1738	13996	10149
1739	14002	10140
1740	14011	10132
1741	14018	10123
1742	14026	10115
1743	14034	10107
1744	14042	10099
1745	14050	10091
1746	14058	10083
1747	14066	10075
1748	14073	10066
1749	14081	10058
1750	14089	10049
1751	14097	10042
1752	14105	10034
1753	14112	10025
1754	14120	10016
1755	14127	10008
1756	14134	9999
1757	14142	9991
1758	14152	9984
1759	14159	9975
1760	14166	9967
1761	14175	9960
1762	14182	9951
1763	14191	9943
1764	14199	9935
1765	14207	9927
1766	14214	9918
1767	14222	9910
1768	14230	9902
1769	14238	9894
1770	14245	9885
1771	14253	9877
1772	14260	9869
1773	14269	9861
1774	14277	9853
1775	14285	9845
1776	14293	9837
1777	14301	9829
1778	14308	9820
1779	14316	9812
1780	14323	9803
1781	14330	9795
1782	14339	9787
1783	14346	9778
1784	14354	9770
1785	14361	9762
1786	14370	9754
1787	14377	9746
1788	14385	9737
1789	14393	9729
1790	14401	9721
1791	14408	9712
1792	14416	9704
1793	14424	9696
1794	14433	9689
1795	14440	9680
1796	14448	9672
1797	14456	9664
1798	14465	9656
1799	14473	9648
1800	14481	9640
1801	14490	9633
1802	14498	9625
1803	14507	9618
1804	14515	9610
1805	14522	9601
1806	14531	9593
1807	14537	9584
1808	14545	9576
1809	14552	9567
1810	14561	9560
1811	14567	9550
1812	14575	9542
1813	14584	9535
1814	14592	9527
1815	14600	9519
1816	14609	9511
1817	14616	9503
1818	14624	9495
1819	14632	9486
1820	14639	9478
1821	14646	9469
1822	14653	9460
1823	14661	9453
1824	14668	9444
1825	14677	9436
1826	14684	9427
1827	14692	9420
1828	14701	9412
1829	14708	9404
1830	14716	9395
1831	14724	9387
1832	14731	9378
1833	14740	9371
1834	14747	9362
1835	14754	9353
1836	14761	9345
1837	14769	9337
1838	14776	9328
1839	14784	9320
1840	14793	9313
1841	14801	9305
1842	14808	9296
1843	14815	9287
1844	14824	9280
1845	14831	9271
1846	14839	9263
1847	14846	9254
1848	14854	9246
1849	14862	9238
1850	14870	9231
1851	14878	9222
1852	14888	9215
1853	14896	9207
1854	14903	9199
1855	14911	9191
1856	14922	9185
1857	14930	9176
1858	14938	9168
1859	14945	9160
1860	14953	9152
1861	14960	9143
1862	14968	9135
1863	14975	9126
1864	14985	9119
1865	14992	9111
1866	15000	9103
1867	15007	9094
1868	15014	9086
1869	15022	9077
1870	15030	9069
1871	15037	9060
1872	15045	9052
1873	15052	9044
1874	15060	9036
1875	15067	9027
1876	15075	9019
1877	15083	9011
1878	15091	9003
1879	15099	8995
1880	15107	8987
1881	15114	8978
1882	15122	8970
1883	15132	8963
1884	15139	8955
1885	15146	8946
1886	15153	8937
1887	15160	8929
1888	15167	8920
1889	15174	8911
1890	15183	8904
1891	15191	8896
1892	15198	8887
1893	15206	8879
1894	15213	8871
1895	15222	8863
1896	15229	8855
1897	15239	8848
1898	15246	8839
1899	15254	8831
1900	15262	8823
1901	15271	8815
1902	15278	8807
1903	15287	8799
1904	15295	8791
1905	15303	8783
1906	15311	8775
1907	15319	8767
1908	15325	8758
1909	15334	8750
1910	15341	8742
1911	15348	8733
1912	15355	8725
1913	15362	8716
1914	15370	8708
1915	15378	8700
1916	15381	8689
1917	15389	8681
1918	15398	8673
1919	15405	8665
1920	15414	8658
1921	15421	8649
1922	15430	8642
1923	15438	8633
1924	15447	8626
1925	15455	8618
1926	15463	8610
1927	15471	8602
1928	15479	8594
1929	15487	8586
1930	15499	8580
1931	15507	8572
1932	15515	8564
1933	15522	8555
1934	15530	8547
1935	15537	8539
1936	15545	8531
1937	15552	8522
1938	15560	8514
1939	15566	8505
1940	15573	8496
1941	15581	8488
1942	15588	8480
1943	15597	8472
1944	15606	8465
1945	15615	8457
1946	15623	8449
1947	15631	8441
1948	15640	8434
1949	15648	8426
1950	15656	8418
1951	15665	8410
1952	15673	8402
1953	15682	8394
1954	15692	8387
1955	15700	8380
1956	15709	8372
1957	15719	8365
1958	15726	8356
1959	15733	8348
1960	15741	8340
1961	15748	8331
1962	15756	8323
1963	15763	8315
1964	15772	8307
1965	15779	8299
1966	15787	8290
1967	15794	8282
1968	15804	8275
1969	15812	8267
1970	15819	8259
1971	15827	8250
1972	15836	8243
1973	15844	8235
1974	15853	8227
1975	15861	8219
1976	15871	8212
1977	15879	8204
1978	15888	8197
1979	15896	8189
1980	15908	8183
1981	15917	8175
1982	15925	8167
1983	15934	8160
1984	15941	8151
1985	15949	8143
1986	15956	8134
1987	15964	8126
1988	15971	8118
1989	15978	8109
1990	15985	8101
1991	15993	8093
1992	16002	8085
1993	16011	8078
1994	16018	8069
1995	16026	8061
1996	16035	8053
1997	16044	8046
1998	16052	8038
1999	16061	8030
2000	16069	8022
2001	16078	8015
2002	16086	8007
2003	16096	8000
2004	16109	7994
2005	16117	7986
2006	16125	7978
2007	16132	7969
2008	16140	7961
2009	16147	7953
2010	16154	7944
2011	16161	7936
2012	16168	7927
2013	16176	7919
2014	16183	7911
2015	16191	7903
2016	16201	7895
2017	16209	7887
2018	16216	7879
2019	16225	7871
2020	16234	7864
2021	16243	7856
2022	16250	7848
2023	16259	7840
2024	16267	7832
2025	16275	7824
2026	16284	7816
2027	16293	7809
2028	16302	7801
2029	16310	7793
2030	16319	7786
2031	16327	7778
2032	16335	7770
2033	16343	7761
2034	16350	7753
2035	16357	7744
2036	16365	7736
2037	16374	7729
2038	16381	7720
2039	16389	7712
2040	16398	7705
2041	16405	7696
2042	16414	7688
2043	16421	7680
2044	16430	7672
2045	16438	7664
2046	16446	7656
2047	16455	7649
2048	16463	7641
2049	16472	7633
2050	16480	7625
2051	16487	7617
2052	16496	7609
2053	16504	7601
2054	16512	7593
2055	16519	7585
2056	16527	7576
2057	16534	7568
2058	16543	7560
2059	16550	7552
2060	16558	7544
2061	16566	7536
2062	16574	7528
2063	16581	7519
2064	16588	7511
2065	16597	7503
2066	16605	7495
2067	16613	7487
2068	16622	7479
2069	16629	7471
2070	16638	7463
2071	16645	7455
2072	16653	7447
2073	16661	7439
2074	16669	7431
2075	16677	7422
2076	16688	7416
2077	16695	7407
2078	16703	7399
2079	16712	7392
2080	16720	7384
2081	16727	7375
2082	16735	7367
2083	16742	7358
2084	16750	7350
2085	16757	7342
2086	16764	7333
2087	16771	7325
2088	16778	7317
2089	16785	7308
2090	16792	7299
2091	16800	7292
2092	16810	7284
2093	16817	7276
2094	16825	7268
2095	16833	7260
2096	16841	7252
2097	16849	7244
2098	16856	7235
2099	16864	7227
2100	16873	7219
2101	16882	7212
2102	16892	7205
2103	16900	7197
2104	16908	7188
2105	16916	7181
2106	16924	7172
2107	16932	7164
2108	16939	7156
2109	16948	7148
2110	16955	7140
2111	16962	7132
2112	16970	7123
2113	16977	7115
2114	16985	7107
2115	16993	7099
2116	17000	7090
2117	17010	7083
2118	17017	7075
2119	17027	7067
2120	17034	7059
2121	17043	7051
2122	17050	7043
2123	17059	7035
2124	17066	7027
2125	17074	7019
2126	17082	7011
2127	17092	7004
2128	17099	6995
2129	17108	6987
2130	17116	6979
2131	17125	6972
2132	17132	6963
2133	17141	6956
2134	17148	6947
2135	17156	6939
2136	17163	6931
2137	17171	6923
2138	17177	6914
2139	17184	6906
2140	17192	6897
2141	17199	6889
2142	17208	6881
2143	17217	6874
2144	17224	6865
2145	17233	6858
2146	17241	6849
2147	17248	6841
2148	17256	6833
2149	17265	6825
2150	17273	6817
2151	17280	6809
2152	17288	6801
2153	17295	6792
2154	17302	6784
2155	17309	6776
2156	17317	6767
2157	17326	6760
2158	17335	6752
2159	17342	6744
2160	17350	6736
2161	17358	6728
2162	17367	6720
2163	17376	6712
2164	17383	6704
2165	17391	6696
2166	17399	6688
2167	17406	6680
2168	17417	6673
2169	17426	6665
2170	17433	6656
2171	17440	6648
2172	17453	6642
2173	17461	6634
2174	17468	6626
2175	17477	6618
2176	17485	6610
2177	17493	6602
2178	17500	6593
2179	17508	6585
2180	17515	6577
2181	17523	6569
2182	17528	6560
2183	17536	6552
2184	17544	6544
2185	17552	6535
2186	17561	6528
2187	17568	6519
2188	17575	6511
2189	17583	6503
2190	17591	6495
2191	17598	6486
2192	17606	6478
2193	17615	6471
2194	17623	6463
2195	17630	6454
2196	17639	6447
2197	17646	6438
2198	17654	6430
2199	17662	6422
2200	17672	6415
2201	17680	6407
2202	17688	6399
2203	17696	6391
2204	17705	6383
2205	17713	6375
2206	17721	6367
2207	17730	6359
2208	17738	6351
2209	17744	6343
2210	17752	6335
2211	17759	6326
2212	17767	6318
2213	17774	6310
2214	17781	6301
2215	17788	6293
2216	17795	6285
2217	17804	6277
2218	17811	6268
2219	17820	6261
2220	17829	6253
2221	17836	6245
2222	17844	6237
2223	17852	6229
2224	17860	6221
2225	17868	6213
2226	17879	6206
2227	17886	6197
2228	17894	6189
2229	17902	6181
2230	17909	6173
2231	17917	6165
2232	17925	6157
2233	17934	6149
2234	17943	6141
2235	17950	6133
2236	17959	6125
2237	17966	6117
2238	17974	6109
2239	17980	6100
2240	17987	6092
2241	17995	6084
2242	18002	6075
2243	18010	6067
2244	18018	6059
2245	18027	6051
2246	18034	6043
2247	18042	6035
2248	18050	6027
2249	18060	6020
2250	18067	6011
2251	18079	6005
2252	18086	5996
2253	18094	5988
2254	18102	5980
2255	18109	5972
2256	18117	5964
2257	18125	5956
2258	18134	5948
2259	18142	5940
2260	18150	5932
2261	18158	5924
2262	18166	5916
2263	18174	5908
2264	18181	5899
2265	18188	5891
2266	18196	5883
2267	18203	5875
2268	18211	5867
2269	18219	5859
2270	18227	5851
2271	18236	5843
2272	18242	5834
2273	18251	5826
2274	18258	5818
2275	18265	5810
2276	18273	5802
2277	18281	5794
2278	18288	5785
2279	18296	5777
2280	18304	5769
2281	18312	5761
2282	18319	5753
2283	18327	5745
2284	18336	5737
2285	18344	5729
2286	18352	5721
2287	18362	5714
2288	18369	5705
2289	18377	5697
2290	18388	5690
2291	18396	5682
2292	18403	5674
2293	18410	5666
2294	18419	5658
2295	18426	5649
2296	18434	5641
2297	18444	5634
2298	18452	5626
2299	18460	5618
2300	18468	5610
2301	18477	5602
2302	18481	5593
2303	18488	5585
2304	18497	5577
2305	18504	5569
2306	18513	5561
2307	18521	5553
2308	18530	5545
2309	18537	5537
2310	18546	5529
2311	18553	5521
2312	18561	5513
2313	18570	5505
2314	18578	5497
2315	18585	5488
2316	18593	5480
2317	18600	5472
2318	18607	5464
2319	18614	5456
2320	18622	5447
2321	18631	5440
2322	18640	5432
2323	18648	5424
2324	18656	5416
2325	18663	5408
2326	18672	5400
2327	18680	5392
2328	18688	5384
2329	18696	5376
2330	18704	5368
2331	18711	5359
2332	18719	5351
2333	18727	5343
2334	18735	5335
2335	18743	5327
2336	18751	5319
2337	18758	5311
2338	18760	5301
2339	18768	5293
2340	18776	5285
2341	18784	5277
2342	18791	5269
2343	18798	5260
2344	18805	5252
2345	18812	5244
2346	18821	5236
2347	18828	5228
2348	18836	5220
2349	18845	5212
2350	18853	5204
2351	18866	5197
2352	18874	5189
2353	18883	5182
2354	18891	5174
2355	18901	5166
2356	18908	5158
2357	18917	5150
2358	18925	5142
2359	18934	5134
2360	18942	5126
2361	18952	5119
2362	18960	5111
2363	18968	5103
2364	18975	5094
2365	18983	5086
2366	18990	5078
2367	18998	5070
2368	19006	5062
2369	19013	5054
2370	19020	5046
2371	19029	5038
2372	19036	5029
2373	19044	5021
2374	19053	5014
2375	19065	5007
2376	19073	4999
2377	19081	4991
2378	19089	4983
2379	19097	4975
2380	19106	4967
2381	19110	4958
2382	19118	4950
2383	19128	4942
2384	19137	4934
2385	19146	4927
2386	19155	4919
2387	19164	4911
2388	19173	4903
2389	19181	4895
2390	19190	4887
2391	19199	4880
2392	19207	4871
2393	19214	4863
2394	19221	4855
2395	19229	4847
2396	19237	4839
2397	19244	4831
2398	19254	4823
2399	19263	4815
2400	19271	4807
2401	19279	4799
2402	19289	4792
2403	19298	4784
2404	19307	4776
2405	19316	4768
2406	19325	4761
2407	19334	4753
2408	19343	4745
2409	19351	4737
2410	19361	4729
2411	19370	4722
2412	19378	4714
2413	19387	4706
2414	19398	4698
2415	19405	4690
2416	19418	4683
2417	19426	4675
2418	19434	4667
2419	19443	4660
2420	19451	4652
2421	19460	4644
2422	19471	4636
2423	19480	4629
2424	19489	4621
2425	19497	4613
2426	19506	4605
2427	19515	4597
2428	19524	4589
2429	19532	4581
2430	19541	4573
2431	19550	4566
2432	19559	4558
2433	19567	4550
2434	19577	4542
2435	19586	4534
2436	19595	4526
2437	19603	4519
2438	19612	4511
2439	19620	4503
2440	19629	4495
2441	19637	4487
2442	19645	4479
2443	19653	4471
2444	19662	4463
2445	19671	4455
2446	19680	4447
2447	19689	4439
2448	19698	4431
2449	19708	4424
2450	19716	4416
2451	19727	4408
2452	19735	4400
2453	19744	4393
2454	19753	4385
2455	19761	4377
2456	19770	4369
2457	19779	4361
2458	19787	4353
2459	19795	4345
2460	19804	4337
2461	19812	4329
2462	19821	4321
2463	19829	4313
2464	19839	4305
2465	19847	4297
2466	19856	4290
2467	19865	4282
2468	19874	4274
2469	19882	4266
2470	19893	4258
2471	19896	4249
2472	19904	4241
2473	19913	4233
2474	19921	4225
2475	19931	4218
2476	19940	4210
2477	19950	4202
2478	19958	4194
2479	19968	4186
2480	19976	4178
2481	19985	4171
2482	19995	4163
2483	20004	4155
2484	20014	4147
2485	20022	4139
2486	20034	4132
2487	20042	4124
2488	20050	4116
2489	20058	4108
2490	20066	4100
2491	20075	4092
2492	20083	4084
2493	20094	4077
2494	20098	4068
2495	20106	4059
2496	20115	4052
2497	20124	4044
2498	20133	4036
2499	20142	4028
2500	20163	4023
2501	20180	4016
2502	20190	4009
2503	20199	4001
2504	20209	3993
2505	20218	3985
2506	20227	3977
2507	20235	3969
2508	20244	3961
2509	20252	3953
2510	20260	3945
2511	20268	3937
2512	20276	3929
2513	20284	3921
2514	20295	3913
2515	20305	3906
2516	20313	3898
2517	20322	3890
2518	20331	3882
2519	20340	3874
2520	20349	3866
2521	20358	3858
2522	20368	3850
2523	20377	3842
2524	20385	3834
2525	20398	3827
2526	20408	3820
2527	20416	3812
2528	20425	3803
2529	20433	3795
2530	20441	3787
2531	20450	3779
2532	20459	3771
2533	20467	3763
2534	20476	3755
2535	20484	3747
2536	20495	3740
2537	20503	3732
2538	20512	3724
2539	20520	3716
2540	20528	3708
2541	20537	3700
2542	20546	3692
2543	20554	3684
2544	20562	3676
2545	20570	3668
2546	20579	3660
2547	20588	3652
2548	20597	3644
2549	20606	3636
2550	20615	3628
2551	20625	3620
2552	20633	3612
2553	20642	3604
2554	20650	3596
2555	20658	3588
2556	20666	3580
2557	20674	3572
2558	20682	3564
2559	20691	3556
2560	20694	3547
2561	20703	3539
2562	20711	3531
2563	20720	3523
2564	20728	3515
2565	20738	3507
2566	20746	3499
2567	20756	3491
2568	20764	3483
2569	20772	3475
2570	20781	3467
2571	20789	3459
2572	20798	3451
2573	20807	3443
2574	20820	3436
2575	20828	3428
2576	20837	3420
2577	20845	3412
2578	20854	3404
2579	20863	3396
2580	20871	3388
2581	20881	3380
2582	20890	3372
2583	20900	3364
2584	20910	3356
2585	20919	3349
2586	20927	3341
2587	20936	3333
2588	20946	3325
2589	20955	3317
2590	20964	3309
2591	20972	3301
2592	20982	3293
2593	20990	3285
2594	20999	3277
2595	21008	3269
2596	21017	3261
2597	21029	3253
2598	21037	3245
2599	21046	3237
2600	21054	3229
2601	21063	3221
2602	21071	3213
2603	21080	3205
2604	21088	3197
2605	21098	3189
2606	21107	3181
2607	21116	3173
2608	21125	3165
2609	21133	3157
2610	21143	3150
2611	21151	3141
2612	21160	3133
2613	21168	3125
2614	21176	3117
2615	21185	3109
2616	21193	3101
2617	21203	3093
2618	21212	3085
2619	21222	3078
2620	21230	3069
2621	21240	3062
2622	21247	3053
2623	21256	3045
2624	21264	3037
2625	21269	3029
2626	21277	3021
2627	21285	3013
2628	21294	3004
2629	21304	2997
2630	21312	2989
2631	21321	2981
2632	21329	2973
2633	21339	2965
2634	21348	2957
2635	21356	2949
2636	21365	2941
2637	21374	2933
2638	21385	2925
2639	21393	2917
2640	21403	2909
2641	21411	2901
2642	21421	2893
2643	21430	2885
2644	21438	2877
2645	21448	2869
2646	21456	2861
2647	21465	2853
2648	21473	2845
2649	21482	2837
2650	21490	2829
2651	21500	2821
2652	21509	2813
2653	21517	2805
2654	21527	2797
2655	21530	2788
2656	21538	2780
2657	21549	2772
2658	21558	2764
2659	21566	2756
2660	21576	2748
2661	21585	2740
2662	21594	2732
2663	21602	2724
2664	21610	2716
2665	21620	2708
2666	21628	2700
2667	21637	2692
2668	21645	2684
2669	21655	2676
2670	21663	2668
2671	21671	2660
2672	21679	2652
2673	21688	2644
2674	21696	2636
2675	21706	2628
2676	21714	2619
2677	21723	2612
2678	21732	2603
2679	21736	2595
2680	21744	2587
2681	21754	2579
2682	21761	2571
2683	21771	2563
2684	21780	2555
2685	21788	2547
2686	21800	2539
2687	21808	2531
2688	21818	2523
2689	21827	2515
2690	21836	2507
2691	21845	2499
2692	21853	2491
2693	21861	2483
2694	21869	2475
2695	21878	2467
2696	21886	2458
2697	21895	2450
2698	21903	2442
2699	21912	2434
2700	21922	2426
2701	21931	2418
2702	21940	2410
2703	21948	2402
2704	21958	2394
2705	21967	2386
2706	21977	2378
2707	21986	2370
2708	21995	2362
2709	22009	2355
2710	22018	2347
2711	22027	2339
2712	22037	2331
2713	22046	2323
2714	22055	2315
2715	22063	2307
2716	22072	2299
2717	22081	2291
2718	22089	2282
2719	22097	2274
2720	22109	2266
2721	22117	2258
2722	22126	2250
2723	22136	2242
2724	22145	2234
2725	22155	2226
2726	22164	2218
2727	22173	2210
2728	22181	2202
2729	22190	2194
2730	22198	2186
2731	22208	2178
2732	22220	2170
2733	22229	2162
2734	22238	2154
2735	22246	2146
2736	22254	2138
2737	22262	2130
2738	22270	2122
2739	22278	2113
2740	22285	2105
2741	22294	2097
2742	22302	2089
2743	22314	2081
2744	22322	2073
2745	22333	2065
2746	22341	2057
2747	22350	2049
2748	22358	2041
2749	22368	2033
2750	22377	2025
2751	22385	2017
2752	22394	2009
2753	22402	2001
2754	22411	1992
2755	22419	1984
2756	22429	1976
2757	22437	1968
2758	22448	1960
2759	22456	1952
2760	22465	1944
2761	22474	1936
2762	22483	1928
2763	22491	1920
2764	22500	1912
2765	22510	1904
2766	22519	1896
2767	22528	1888
2768	22536	1880
2769	22545	1872
2770	22553	1863
2771	22562	1855
2772	22571	1847
2773	22579	1839
2774	22588	1831
2775	22596	1823
2776	22606	1815
2777	22614	1807
2778	22624	1799
2779	22633	1791
2780	22642	1783
2781	22650	1774
2782	22659	1766
2783	22669	1758
2784	22676	1750
2785	22686	1742
2786	22694	1734
2787	22701	1726
2788	22709	1718
2789	22719	1710
2790	22728	1701
2791	22737	1693
2792	22746	1685
2793	22755	1677
2794	22765	1669
2795	22773	1661
2796	22787	1653
2797	22796	1645
2798	22804	1637
2799	22812	1629
2800	22821	1621
2801	22831	1613
2802	22840	1605
2803	22849	1597
2804	22857	1589
2805	22866	1580
2806	22874	1572
2807	22882	1564
2808	22891	1556
2809	22899	1548
2810	22907	1540
2811	22915	1532
2812	22925	1524
2813	22934	1515
2814	22944	1507
2815	22953	1499
2816	22962	1491
2817	22971	1483
2818	22979	1475
2819	22990	1467
2820	22999	1459
2821	23008	1451
2822	23016	1443
2823	23025	1435
2824	23033	1426
2825	23043	1418
2826	23053	1410
2827	23061	1402
2828	23070	1394
2829	23078	1386
2830	23086	1378
2831	23094	1370
2832	23103	1361
2833	23111	1353
2834	23122	1345
2835	23130	1337
2836	23138	1329
2837	23147	1321
2838	23157	1313
2839	23166	1305
2840	23175	1297
2841	23185	1288
2842	23195	1280
2843	23205	1272
2844	23215	1264
2845	23224	1256
2846	23234	1248
2847	23242	1240
2848	23252	1232
2849	23260	1224
2850	23269	1216
2851	23277	1207
2852	23285	1199
2853	23294	1191
2854	23301	1183
2855	23310	1175
2856	23321	1167
2857	23329	1159
2858	23337	1150
2859	23349	1142
2860	23357	1134
2861	23366	1126
2862	23375	1118
2863	23383	1110
2864	23391	1102
2865	23400	1094
2866	23409	1085
2867	23417	1077
2868	23426	1069
2869	23434	1061
2870	23445	1053
2871	23453	1045
2872	23462	1037
2873	23470	1028
2874	23478	1020
2875	23487	1012
2876	23496	1004
2877	23505	996
2878	23512	988
2879	23523	980
2880	23532	972
2881	23542	963
2882	23551	955
2883	23561	947
2884	23570	939
2885	23579	931
2886	23588	923
2887	23597	915
2888	23607	907
2889	23615	898
2890	23625	890
2891	23634	882
2892	23643	874
2893	23652	866
2894	23660	858
2895	23669	850
2896	23678	841
2897	23686	833
2898	23694	825
2899	23703	817
2900	23711	809
2901	23720	801
2902	23728	792
2903	23739	784
2904	23747	776
2905	23756	768
2906	23765	760
2907	23774	752
2908	23785	744
2909	23794	735
2910	23802	727
2911	23812	719
2912	23820	711
2913	23829	703
2914	23837	695
2915	23846	686
2916	23855	678
2917	23865	670
2918	23873	662
2919	23882	654
2920	23889	646
2921	23898	637
2922	23906	629
2923	23915	621
2924	23923	613
2925	23932	605
2926	23940	597
2927	23951	588
2928	23961	580
2929	23974	572
2930	23982	564
2931	23991	556
2932	23999	548
2933	24008	540
2934	24017	531
2935	24026	523
2936	24035	515
2937	24044	507
2938	24054	499
2939	24063	491
2940	24072	482
2941	24081	474
2942	24084	466
2943	24093	458
2944	24101	450
2945	24110	441
2946	24118	433
2947	24127	425
2948	24135	417
2949	24143	409
2950	24152	401
2951	24163	392
2952	24173	384
2953	24182	376
2954	24191	368
2955	24201	360
2956	24211	352
2957	24221	343
2958	24230	335
2959	24239	327
2960	24248	319
2961	24257	311
2962	24267	303
2963	24276	294
2964	24285	286
2965	24294	278
2966	24303	270
2967	24313	262
2968	24323	253
2969	24331	245
2970	24339	237
2971	24348	229
2972	24358	221
2973	24367	213
2974	24375	204
2975	24384	196
2976	24394	188
2977	24401	180
2978	24410	172
2979	24419	163
2980	24428	155
2981	24437	147
2982	24447	139
2983	24459	131
2984	24467	122
2985	24476	114
2986	24485	106
2987	24494	98
2988	24502	90
2989	24511	81
2990	24519	73
2991	24527	65
2992	24535	57
2993	24544	49
2994	24552	40
2995	24560	32
2996	24571	24
2997	24580	16
2998	24589	8
2999	24597	0
