iter	RMSE
323	0.2933459698
324	0.293203351
325	0.2930736039
326	0.2929456654
327	0.2928209175
328	0.2927307489
329	0.2926420255
330	0.2925407463
331	0.2925375019
332	0.2925347145
333	0.2924113558
334	0.2922730755
335	0.2922696244
336	0.2921459463
337	0.2920004507
338	0.2918623229
339	0.2918586133
340	0.2918554513
341	0.2918517566
342	0.2917782223
343	0.2916601938
344	0.2914564715
345	0.2913196515
346	0.2912445273
347	0.2910771665
348	0.290939052
349	0.290815374
350	0.2908126957
351	0.290686192
352	0.2906832683
353	0.2906799983
354	0.2905866888
355	0.2905833404
356	0.2904330786
357	0.2903341948
358	0.2901623173
359	0.2900178813
360	0.2900153743
361	0.290012546
362	0.2900095997
363	0.2898954094
364	0.2898924769
365	0.2897784895
366	0.2896227637
367	0.2895171652
368	0.2893374178
369	0.2892519859
370	0.2891476438
371	0.2889923105
372	0.288871798
373	0.2888690789
374	0.2887175025
375	0.288714502
376	0.2886129133
377	0.2886103227
378	0.2885037319
379	0.2884148444
380	0.2883300834
381	0.2882058426
382	0.2881055427
383	0.2880530639
384	0.287915156
385	0.2878360495
386	0.2877367986
387	0.2876401773
388	0.2875123405
389	0.287395026
390	0.2873103951
391	0.2873081742
392	0.2873053595
393	0.2871587977
394	0.2870582007
395	0.2869725125
396	0.2868940194
397	0.2868917832
398	0.2867431234
399	0.2866443011
400	0.2865488295
401	0.2865466912
402	0.2865445936
403	0.2864098114
404	0.2862925598
405	0.2861321322
406	0.2860519149
407	0.2859071413
408	0.2859039526
409	0.2859010708
410	0.2858130854
411	0.2856951006
412	0.2855547697
413	0.2854694417
414	0.285386761
415	0.2853099896
416	0.2852434333
417	0.2851543942
418	0.2850561484
419	0.2849566484
420	0.2849541654
421	0.2848405597
422	0.2847259104
423	0.2847235069
424	0.2846690041
425	0.2845309292
426	0.2844460249
427	0.2843105624
428	0.2841857228
429	0.284073593
430	0.2839108749
431	0.2838413256
432	0.2838368996
433	0.2837684916
434	0.2837660331
435	0.2836536487
436	0.2835168079
437	0.2835145928
438	0.2833637013
439	0.2832349854
440	0.2831357219
441	0.2830346357
442	0.2829445467
443	0.282887524
444	0.2827909335
445	0.2826944928
446	0.2826286664
447	0.2824772211
448	0.2823772649
449	0.2823751361
450	0.2822631214
451	0.2822006568
452	0.2821149277
453	0.282112884
454	0.2819885124
455	0.2819015491
456	0.2818059119
457	0.281733052
458	0.281667735
459	0.2816563829
460	0.2815676366
461	0.2813698171
462	0.2812215083
463	0.2811389987
464	0.2810102252
465	0.28097004
466	0.2808635929
467	0.2807763114
468	0.2806652837
469	0.2805857844
470	0.2805287803
471	0.2805266786
472	0.280431763
473	0.2803556145
474	0.2802571046
475	0.2801750939
476	0.2801026198
477	0.2800198205
478	0.2800049024
479	0.27990252
480	0.279900689
481	0.2798962704
482	0.2798156965
483	0.2797249058
484	0.2796301304
485	0.2795127599
486	0.2794165979
487	0.2793308551
488	0.2793275776
489	0.2792243645
490	0.2791266287
491	0.279123328
492	0.2790935253
493	0.2789134496
494	0.2787349818
495	0.2786213735
496	0.2784923126
497	0.2784907134
498	0.2783943312
499	0.2783210738
500	0.2783147311
501	0.2782112458
502	0.2781340712
503	0.2781326077
504	0.2780376282
505	0.2779426612
506	0.2778178787
507	0.277723951
508	0.2776152082
509	0.2775182707
510	0.2774613008
511	0.2774209837
512	0.2773539871
513	0.2773052503
514	0.2772297205
515	0.2771579281
516	0.277087481
517	0.2769780279
518	0.2768749212
519	0.2767801208
520	0.2767781758
521	0.2766606753
522	0.2766590783
523	0.2765792681
524	0.276577684
525	0.2764731184
526	0.2763309237
527	0.2763233715
528	0.2762607803
529	0.2761913512
530	0.2760845203
531	0.2760015833
532	0.2760000091
533	0.2759982977
534	0.2759210136
535	0.2758684474
536	0.2757849895
537	0.2757463284
538	0.2756709284
539	0.2755995434
540	0.2755465095
541	0.2754382641
542	0.2754013692
543	0.2753756138
544	0.2753182632
545	0.275158907
546	0.2750040662
547	0.2749122005
548	0.2749091896
549	0.2747932122
550	0.2746988594
551	0.2746369236
552	0.2744820331
553	0.2744222461
554	0.2743972681
555	0.2742744051
556	0.2741338784
557	0.2740251453
558	0.2739307052
559	0.2738253542
560	0.2738226796
561	0.2737405192
562	0.2736843662
563	0.273582991
564	0.2734834111
565	0.2734257782
566	0.2733567592
567	0.273355248
568	0.273353851
569	0.2732772183
570	0.273222186
571	0.2731037574
572	0.2730570566
573	0.2729863584
574	0.2728898494
575	0.2728382058
576	0.2727722118
577	0.2726855939
578	0.2725965426
579	0.2725446937
580	0.2724643298
581	0.2723634773
582	0.2722981858
583	0.2722339412
584	0.2721299361
585	0.2721109227
586	0.2719711594
587	0.2718462551
588	0.2718404281
589	0.271742872
590	0.2716673001
591	0.2716302084
592	0.2715408419
593	0.2714747984
594	0.2714191842
595	0.2713487136
596	0.271252905
597	0.2711481928
598	0.2711351831
599	0.2710482638
600	0.2709720345
601	0.2709273154
602	0.2708251757
603	0.2707523249
604	0.2706547398
605	0.2706428989
606	0.2705440263
607	0.2705124482
608	0.2704308135
609	0.2703893765
610	0.2703086758
611	0.2702681487
612	0.2702046766
613	0.2702012449
614	0.2700710938
615	0.2699726944
616	0.2698558797
617	0.2697746508
618	0.2697177562
619	0.2696253675
620	0.2695851706
621	0.269513856
622	0.2694220187
623	0.2693361573
624	0.2692590971
625	0.2691923043
626	0.2691187383
627	0.2690525377
628	0.2689463011
629	0.2688284788
630	0.2688260507
631	0.2687664294
632	0.2687653297
633	0.2687007344
634	0.2686128058
635	0.268557443
636	0.2685562141
637	0.2684295816
638	0.2683662619
639	0.2683446195
640	0.26826554
641	0.2682643719
642	0.2681957691
643	0.2681326447
644	0.2680790173
645	0.268005258
646	0.2679967228
647	0.2679957689
648	0.26795304
649	0.2678899834
650	0.2678103453
651	0.267809205
652	0.2678071029
653	0.2678012048
654	0.2676803688
655	0.2675623261
656	0.2674989589
657	0.2674979198
658	0.2674304405
659	0.2674247401
660	0.267420012
661	0.2673449817
662	0.2672601766
663	0.2672572172
664	0.2672563401
665	0.267221175
666	0.2671679279
667	0.2670807096
668	0.2670120129
669	0.2669409196
670	0.2668551396
671	0.2667750256
672	0.2667352441
673	0.2666713099
674	0.266604879
675	0.2665319336
676	0.2665125211
677	0.2664445261
678	0.2663503223
679	0.2663194684
680	0.2662273773
681	0.2661334832
682	0.2660733945
683	0.265999862
684	0.2659619728
685	0.2658792477
686	0.2658034523
687	0.2656747866
688	0.2655960371
689	0.2655830946
690	0.2655144637
691	0.2655134813
692	0.2655075598
693	0.2654375812
694	0.265369826
695	0.2653667593
696	0.2653208491
697	0.2652395586
698	0.265156951
699	0.2650669522
700	0.2650003356
701	0.2649342846
702	0.2648570111
703	0.2648561064
704	0.2647924949
705	0.2647899791
706	0.2647751381
707	0.2647741633
708	0.2647056064
709	0.2646687191
710	0.2646100139
711	0.2645155459
712	0.2644303286
713	0.2644270448
714	0.2643471023
715	0.2642869262
716	0.2641893179
717	0.2641871012
718	0.2641078165
719	0.2640313066
720	0.263954867
721	0.2638871294
722	0.2638355048
723	0.2637757755
724	0.2637054734
725	0.2637045825
726	0.2637036787
727	0.2636988795
728	0.2636051518
729	0.2635323486
730	0.2634775656
731	0.2634379784
732	0.2634370067
733	0.2633464256
734	0.2632696618
735	0.2632189479
736	0.2631306801
737	0.2630658625
738	0.2630092523
739	0.2629327964
740	0.2628676246
741	0.2628203771
742	0.2627660973
743	0.2626821768
744	0.262592389
745	0.2625136188
746	0.2624481143
747	0.2624473038
748	0.2623872497
749	0.2622755247
750	0.2621614814
751	0.2620832443
752	0.2620101453
753	0.2619394862
754	0.2618645265
755	0.2617827031
756	0.2617317384
757	0.2616812423
758	0.2616062968
759	0.2615367682
760	0.2614704456
761	0.2613387956
762	0.2612564424
763	0.2611617634
764	0.261101048
765	0.2610316339
766	0.2609505849
767	0.2609329945
768	0.2608600752
769	0.2607680581
770	0.2607627145
771	0.2607068627
772	0.2606309213
773	0.2606012468
774	0.2605799117
775	0.2604874879
776	0.2604126169
777	0.2603283717
778	0.2603271496
779	0.2602740206
780	0.2602512562
781	0.2601773279
782	0.2601706887
783	0.2601162701
784	0.260078556
785	0.2600301259
786	0.2599972578
787	0.2599018643
788	0.2598114773
789	0.2597676185
790	0.259728188
791	0.259676879
792	0.2596387369
793	0.2596304042
794	0.2595676678
795	0.2595024025
796	0.2594499124
797	0.2593234625
798	0.2592488315
799	0.2591993929
800	0.2591330029
801	0.2590655778
802	0.2590066083
803	0.2589719703
804	0.2589659517
805	0.2588893915
806	0.2588462334
807	0.2588175969
808	0.2587419309
809	0.2586691217
810	0.2586116343
811	0.2585129187
812	0.2584415998
813	0.2584039434
814	0.2583705783
815	0.2583056327
816	0.2582544265
817	0.2581857068
818	0.2581724062
819	0.2581376577
820	0.2581074868
821	0.2580012283
822	0.2579539412
823	0.2579169303
824	0.2578689853
825	0.2577719334
826	0.2577097744
827	0.2576527429
828	0.2575806381
829	0.2575037569
830	0.257445715
831	0.2573807638
832	0.2572989246
833	0.2572970032
834	0.2572304776
835	0.2571565964
836	0.2570722371
837	0.2569787516
838	0.2569169241
839	0.2568111001
840	0.2567609836
841	0.2566860413
842	0.2566747197
843	0.2565522472
844	0.2564865623
845	0.2564399115
846	0.2563650551
847	0.2562936025
848	0.2562395203
849	0.2561765527
850	0.256144209
851	0.2560858519
852	0.256024993
853	0.2559194435
854	0.2558732355
855	0.2558048185
856	0.2557770886
857	0.255775592
858	0.2557062879
859	0.2556349457
860	0.2555727493
861	0.2555527299
862	0.2554778184
863	0.2553887895
864	0.2553842734
865	0.2553245723
866	0.2553042376
867	0.2552248926
868	0.2551252166
869	0.2550536628
870	0.2550216733
871	0.2549483575
872	0.2548709379
873	0.2547714263
874	0.2546846579
875	0.25468262
876	0.2546637711
877	0.2545829425
878	0.2545236947
879	0.2544298594
880	0.2544292189
881	0.2543553489
882	0.2543125954
883	0.2542785935
884	0.254223022
885	0.2541724434
886	0.2540946908
887	0.254017123
888	0.2540018219
889	0.2539336446
890	0.2538608566
891	0.2538093545
892	0.2537244456
893	0.2537239111
894	0.2536626098
895	0.2536187563
896	0.2535423689
897	0.2534790853
898	0.2534206537
899	0.2533722843
900	0.2533094333
901	0.2532628727
902	0.2531769087
903	0.253117047
904	0.2530695924
905	0.2530282852
906	0.2529552598
907	0.2528996727
908	0.2528502298
909	0.252813196
910	0.2527610503
911	0.2527100769
912	0.2526614468
913	0.2526564963
914	0.2525828115
915	0.2525236024
916	0.2525131265
917	0.2524540013
918	0.2523874214
919	0.2523040158
920	0.2522971091
921	0.2522479813
922	0.2522075227
923	0.2521564444
924	0.2520858053
925	0.2520191916
926	0.2519709888
927	0.2518995329
928	0.2518989627
929	0.251818023
930	0.2517679781
931	0.2517037915
932	0.2516859979
933	0.2516501917
934	0.251608018
935	0.2515148146
936	0.251458872
937	0.2514152898
938	0.2513870783
939	0.2513866188
940	0.25131539
941	0.25127905
942	0.2512074187
943	0.2511557221
944	0.251103099
945	0.2510242956
946	0.2509626503
947	0.2509267719
948	0.2508691173
949	0.25086381
950	0.2508043204
951	0.2507268032
952	0.2506785941
953	0.2506260445
954	0.2506255815
955	0.2505470167
956	0.2504756209
957	0.250470366
958	0.2504262495
959	0.2503808935
960	0.2503446102
961	0.250298255
962	0.2502292607
963	0.2501844216
964	0.2501290755
965	0.2500750758
966	0.2500279043
967	0.2499763931
968	0.2499657302
969	0.2499615863
970	0.2499516811
971	0.2498609034
972	0.2497770527
973	0.2497076745
974	0.2496734906
975	0.2496597576
976	0.2496136631
977	0.2495548578
978	0.2494961615
979	0.2494295668
980	0.2493810551
981	0.249302113
982	0.2492625087
983	0.2492048813
984	0.2491633633
985	0.2491544513
986	0.2491051194
987	0.2490674155
988	0.2490202102
989	0.248959649
990	0.2489545183
991	0.2488904253
992	0.2488497623
993	0.2488062517
994	0.2487604524
995	0.2487192584
996	0.2486800108
997	0.2486241721
998	0.2486198547
999	0.2485638212
1000	0.248528825
1001	0.2484732535
1002	0.2483767105
1003	0.2483241639
1004	0.2482717804
1005	0.2482089412
1006	0.2481847849
1007	0.2481144552
1008	0.2480583968
1009	0.2480188062
1010	0.2479582833
1011	0.2479520079
1012	0.2479180054
1013	0.2478782215
1014	0.2478326052
1015	0.2477916722
1016	0.2477587086
1017	0.2477216758
1018	0.247691823
1019	0.2476387295
1020	0.2475645142
1021	0.2475594974
1022	0.2475066066
1023	0.2475015754
1024	0.2474584993
1025	0.2474317874
1026	0.2473631053
1027	0.2473189761
1028	0.2472753544
1029	0.247204527
1030	0.2471450715
1031	0.2470949306
1032	0.2470341864
1033	0.2469700397
1034	0.246960079
1035	0.2469149038
1036	0.2469123827
1037	0.2468773681
1038	0.246837089
1039	0.2467983712
1040	0.2467350161
1041	0.2467016888
1042	0.2466464846
1043	0.2465968023
1044	0.2465356658
1045	0.2464958206
1046	0.2464433951
1047	0.2464428458
1048	0.2464020948
1049	0.2463666448
1050	0.2463618185
1051	0.2463393692
1052	0.2462897486
1053	0.2462372061
1054	0.2461967427
1055	0.246182386
1056	0.2461820118
1057	0.2461308358
1058	0.2460882928
1059	0.2460458315
1060	0.2459732504
1061	0.245916968
1062	0.2459081081
1063	0.2458431936
1064	0.245775742
1065	0.2457310151
1066	0.2457009716
1067	0.2456308334
1068	0.24558741
1069	0.2455574219
1070	0.2455133546
1071	0.2454914987
1072	0.2454459696
1073	0.245382723
1074	0.2453469853
1075	0.2453417626
1076	0.2453047803
1077	0.2452551014
1078	0.2452042119
1079	0.245154733
1080	0.2451274676
1081	0.2451143525
1082	0.2450441379
1083	0.245001504
1084	0.244978298
1085	0.2449083923
1086	0.2448995133
1087	0.2448926659
1088	0.2448520645
1089	0.2448040964
1090	0.2447835616
1091	0.2447065656
1092	0.2446642548
1093	0.2446039293
1094	0.2445852482
1095	0.2445553634
1096	0.2445168656
1097	0.2444225941
1098	0.2443782406
1099	0.2443368969
1100	0.2442740882
1101	0.2442297649
1102	0.2441762438
1103	0.2441714534
1104	0.2441246179
1105	0.2440789067
1106	0.2440708154
1107	0.2440237645
1108	0.2439486933
1109	0.2438725368
1110	0.2438348047
1111	0.2437916385
1112	0.2437905484
1113	0.2437606596
1114	0.2437298852
1115	0.2436903494
1116	0.243643119
1117	0.2435982123
1118	0.243569792
1119	0.243539544
1120	0.2435219506
1121	0.243431511
1122	0.2433452419
1123	0.2432935179
1124	0.2432465985
1125	0.2432385405
1126	0.2432022334
1127	0.2431976676
1128	0.2431206093
1129	0.2430147633
1130	0.2429618449
1131	0.2428662029
1132	0.2428241324
1133	0.2427747501
1134	0.2427316959
1135	0.2426899466
1136	0.2426742788
1137	0.2426099467
1138	0.2425613489
1139	0.2424696825
1140	0.2424339733
1141	0.2424093362
1142	0.2423614107
1143	0.2422822315
1144	0.2422259596
1145	0.2422203667
1146	0.2421754867
1147	0.2421287185
1148	0.2420996993
1149	0.2420630808
1150	0.2420486687
1151	0.2419870912
1152	0.2419764149
1153	0.2419603456
1154	0.2419319447
1155	0.2419097848
1156	0.2419092639
1157	0.2418599908
1158	0.2417924365
1159	0.2417322247
1160	0.2417252719
1161	0.2417059516
1162	0.2417014803
1163	0.2416524654
1164	0.2416402232
1165	0.2415805998
1166	0.2415762996
1167	0.2415233069
1168	0.241473123
1169	0.2414071905
1170	0.2413056359
1171	0.2412280296
1172	0.2411413886
1173	0.2411003587
1174	0.2410929965
1175	0.2410146355
1176	0.2409807933
1177	0.240931973
1178	0.2408859767
1179	0.240810271
1180	0.2407681881
1181	0.2406942776
1182	0.2406489558
1183	0.240611066
1184	0.2405420266
1185	0.2405077841
1186	0.2404710974
1187	0.2403868104
1188	0.2403407888
1189	0.2402869797
1190	0.2402395901
1191	0.2401899798
1192	0.2401617603
1193	0.2401210264
1194	0.2400825904
1195	0.240024821
1196	0.2399531772
1197	0.2399118663
1198	0.2398798923
1199	0.2398433955
1200	0.2397961889
1201	0.2397518888
1202	0.2397228074
1203	0.2396845727
1204	0.2396578139
1205	0.2396101772
1206	0.2396056693
1207	0.2395840872
1208	0.2395414791
1209	0.2395315769
1210	0.2394873603
1211	0.2394627218
1212	0.2394208144
1213	0.2393521773
1214	0.2392863808
1215	0.2392502808
1216	0.23920473
1217	0.2391424639
1218	0.2391383416
1219	0.2390826487
1220	0.2390296382
1221	0.2389801232
1222	0.238926125
1223	0.2388456218
1224	0.2387784723
1225	0.2387047596
1226	0.2386806545
1227	0.2386395643
1228	0.238609766
1229	0.2385576416
1230	0.2385072773
1231	0.2384211417
1232	0.2383307048
1233	0.2383252877
1234	0.2382767291
1235	0.2382065562
1236	0.2382021954
1237	0.2381583922
1238	0.2380903102
1239	0.2380654275
1240	0.2379751297
1241	0.2379710531
1242	0.2379271588
1243	0.237825476
1244	0.2377912179
1245	0.2377200967
1246	0.2376561059
1247	0.2376303626
1248	0.2375781619
1249	0.2375413508
1250	0.2374756823
1251	0.2374390479
1252	0.2373857131
1253	0.2373557927
1254	0.2373205285
1255	0.2372866562
1256	0.2372433595
1257	0.2371911238
1258	0.2371853694
1259	0.2371297322
1260	0.2370704619
1261	0.2370216997
1262	0.2369542353
1263	0.2369486672
1264	0.2368954877
1265	0.236810722
1266	0.2367778699
1267	0.236717065
1268	0.2366832214
1269	0.2366310746
1270	0.2365924209
1271	0.2365402728
1272	0.2364967285
1273	0.2364725867
1274	0.2364492748
1275	0.2363893923
1276	0.2363414779
1277	0.2363021181
1278	0.2362744938
1279	0.2362438389
1280	0.2361856092
1281	0.2361564051
1282	0.2361204893
1283	0.2360667143
1284	0.2360429915
1285	0.2360269569
1286	0.2359994222
1287	0.2359990929
1288	0.2359508628
1289	0.2358685308
1290	0.2358594268
1291	0.2358265534
1292	0.2357765737
1293	0.2357365482
1294	0.2356833205
1295	0.2356311528
1296	0.2355808768
1297	0.2355247912
1298	0.2355021041
1299	0.2354517456
1300	0.2354271241
1301	0.2353474271
1302	0.2353157782
1303	0.2352596367
1304	0.235224273
1305	0.2351848121
1306	0.2351581189
1307	0.2351501524
1308	0.235084421
1309	0.2350590012
1310	0.2350153551
1311	0.2349856632
1312	0.2349432851
1313	0.2348913521
1314	0.2348626742
1315	0.2348304146
1316	0.2348068843
1317	0.2347697861
1318	0.2347084271
1319	0.2346382259
1320	0.2345932065
1321	0.2345471354
1322	0.2344810661
1323	0.2344326261
1324	0.2343826224
1325	0.2343385689
1326	0.2342858284
1327	0.2342779778
1328	0.2342399332
1329	0.234239739
1330	0.2342145368
1331	0.234184192
1332	0.23412954
1333	0.2340944554
1334	0.2340654905
1335	0.2340620309
1336	0.2340023141
1337	0.2339959124
1338	0.233919799
1339	0.2338664271
1340	0.2338085406
1341	0.2337882685
1342	0.2337161874
1343	0.2336580315
1344	0.2336397569
1345	0.2335521141
1346	0.2335108143
1347	0.2335106239
1348	0.2334775759
1349	0.2334325709
1350	0.2334178052
1351	0.2333669487
1352	0.2333219488
1353	0.2333175583
1354	0.2332512231
1355	0.2331912407
1356	0.2331453782
1357	0.2331197778
1358	0.2330788153
1359	0.2330237625
1360	0.2329809062
1361	0.2329363926
1362	0.2329024719
1363	0.2328826505
1364	0.2328330508
1365	0.2327978984
1366	0.232793939
1367	0.232720473
1368	0.2326814042
1369	0.2326419369
1370	0.2325961472
1371	0.2325578561
1372	0.2324656058
1373	0.2324269755
1374	0.2324021847
1375	0.2323500088
1376	0.2323010901
1377	0.2322480188
1378	0.23220613
1379	0.2321587582
1380	0.2321229241
1381	0.2321059767
1382	0.2320526184
1383	0.2319921369
1384	0.2319151849
1385	0.2318799006
1386	0.2318548948
1387	0.2317994054
1388	0.2317666624
1389	0.2317229179
1390	0.2316700038
1391	0.2316385279
1392	0.2316324715
1393	0.2315655103
1394	0.2315454729
1395	0.2315113068
1396	0.2314823484
1397	0.2314500435
1398	0.2314219831
1399	0.2314080461
1400	0.231404224
1401	0.2313561858
1402	0.2312877787
1403	0.2312479645
1404	0.2311961249
1405	0.2311733526
1406	0.2311329917
1407	0.2311275519
1408	0.2310691088
1409	0.231038402
1410	0.231003646
1411	0.2309593651
1412	0.2309215089
1413	0.2308907793
1414	0.2308379061
1415	0.2308035573
1416	0.2307846348
1417	0.2307587086
1418	0.2307412553
1419	0.2307055728
1420	0.2306445023
1421	0.2306168442
1422	0.2305701368
1423	0.2305251366
1424	0.2304672042
1425	0.2304149973
1426	0.2303778319
1427	0.2303239294
1428	0.2302781475
1429	0.2302174706
1430	0.230193109
1431	0.230145861
1432	0.2301145093
1433	0.2300895001
1434	0.2300759109
1435	0.2300339695
1436	0.229983999
1437	0.2299323625
1438	0.2298933963
1439	0.2298449172
1440	0.2298196478
1441	0.2297935271
1442	0.2297562441
1443	0.2297127281
1444	0.229683304
1445	0.2296796652
1446	0.2296585193
1447	0.2296316234
1448	0.2296042368
1449	0.2295504187
1450	0.2295206387
1451	0.2294843313
1452	0.2294272559
1453	0.2294003069
1454	0.2293581148
1455	0.2293491237
1456	0.2293005995
1457	0.2292425272
1458	0.2292047075
1459	0.229150667
1460	0.2291379543
1461	0.2291343421
1462	0.2291133185
1463	0.2290834872
1464	0.2290537594
1465	0.2290028708
1466	0.228949029
1467	0.2289057271
1468	0.2288889385
1469	0.2288373849
1470	0.2288000791
1471	0.2287496052
1472	0.2286959225
1473	0.2286584928
1474	0.2286428585
1475	0.2286233358
1476	0.2285682252
1477	0.2285429192
1478	0.228491385
1479	0.2284571571
1480	0.2284541231
1481	0.2284206088
1482	0.2283908966
1483	0.2283478428
1484	0.228296087
1485	0.2282488961
1486	0.2282420098
1487	0.2282107379
1488	0.2281847873
1489	0.2281178239
1490	0.228114967
1491	0.2280742629
1492	0.2280583668
1493	0.22803412
1494	0.2279960533
1495	0.2279542774
1496	0.2279048918
1497	0.2278709873
1498	0.2278397511
1499	0.2278048067
1500	0.2277618261
1501	0.2277502821
1502	0.227721764
1503	0.2276846347
1504	0.2276666742
1505	0.2276373581
1506	0.2276141773
1507	0.2275760354
1508	0.2275382682
1509	0.2275019437
1510	0.2274763055
1511	0.2274255143
1512	0.2273847622
1513	0.2273625601
